game_name,participant ID,trial_no,tool,posx,posy,success,attempt #,Gravity
Towers_A,1989,28,obj1,298,166,0,1,400
Towers_A,1989,28,obj3,307,126,0,2,400
Towers_A,1989,28,obj2,274,201,1,3,400
Basic,2132,1,obj2,352,573,0,1,200
Basic,2132,1,obj1,74,352,0,2,200
Basic,2132,1,obj2,83,347,1,3,200
Basic_v2,2132,2,obj1,542,101,0,1,200
Basic_v2,2132,2,obj1,519,104,1,2,200
BridgeAlt,2132,3,obj1,24,54,0,1,200
BridgeAlt,2132,3,obj3,57,28,0,2,200
BridgeAlt,2132,3,obj3,313,491,1,3,200
Table_v2,2132,4,obj1,200,523,1,1,200
Backup,2132,5,obj1,282,115,0,1,200
Backup,2132,5,obj2,259,66,1,2,200
Falling_B,2132,6,obj3,380,263,0,1,200
Falling_B,2132,6,obj1,389,58,0,2,200
Falling_B,2132,6,obj3,224,46,0,3,200
Falling_B,2132,6,obj1,376,54,0,4,200
Falling_B,2132,6,obj2,371,42,1,5,200
Launch_B,2132,7,obj3,87,322,0,1,200
Launch_B,2132,7,obj2,347,412,0,3,200
Launch_B,2132,7,obj1,103,78,0,4,200
Launch_B,2132,7,obj3,43,58,0,5,200
Launch_B,2132,7,obj3,91,88,0,6,200
Launch_B,2132,7,obj3,68,84,0,7,200
Launch_B,2132,7,obj3,87,101,0,8,200
Launch_B,2132,7,obj3,94,119,0,9,200
Launch_B,2132,7,obj3,116,112,0,10,200
Launch_B,2132,7,obj2,97,178,0,11,200
Launch_B,2132,7,obj2,94,82,0,12,200
Falling_v2,2132,8,obj2,338,72,0,1,200
Falling_v2,2132,8,obj2,318,29,0,2,200
Falling_v2,2132,8,obj3,315,71,0,3,200
Falling_v2,2132,8,obj2,327,66,0,4,200
Falling_v2,2132,8,obj3,323,34,0,5,200
Falling_v2,2132,8,obj2,334,38,0,6,200
Falling_v2,2132,8,obj2,343,39,0,7,200
Falling_v2,2132,8,obj2,319,27,0,8,200
Falling_v2,2132,8,obj1,332,39,0,9,200
Falling_v2,2132,8,obj3,308,48,0,10,200
Falling_v2,2132,8,obj3,372,46,0,11,200
Falling_v2,2132,8,obj3,329,47,0,12,200
Table_B,2132,9,obj2,413,561,0,1,200
Table_B,2132,9,obj3,308,564,0,2,200
Table_B,2132,9,obj3,573,450,0,3,200
Table_B,2132,9,obj3,276,551,0,4,200
Table_B,2132,9,obj1,402,541,0,5,200
Table_B,2132,9,obj1,257,545,0,6,200
Table_B,2132,9,obj1,265,544,0,7,200
Table_B,2132,9,obj1,335,543,0,8,200
Table_B,2132,9,obj1,432,546,0,9,200
Table_B,2132,9,obj1,410,565,0,10,200
Table_B,2132,9,obj3,225,516,0,11,200
Table_B,2132,9,obj3,235,460,0,12,200
Filler,2132,10,obj3,242,249,1,1,200
Unsupport,2132,11,obj1,536,90,0,1,200
Unsupport,2132,11,obj3,41,32,0,2,200
Unsupport,2132,11,obj1,66,34,1,3,200
Shove,2132,12,obj3,382,492,0,1,200
Shove,2132,12,obj1,379,417,1,2,200
Balance,2132,13,obj3,275,209,0,1,200
Balance,2132,13,obj3,328,267,0,2,200
Balance,2132,13,obj3,463,261,1,3,200
BalanceUnder,2132,14,obj1,327,317,0,1,200
BalanceUnder,2132,14,obj2,343,46,0,2,200
BalanceUnder,2132,14,obj1,318,146,0,3,200
BalanceUnder,2132,14,obj1,284,336,0,4,200
BalanceUnder,2132,14,obj3,269,304,1,5,200
Basic,2133,1,obj3,432,354,0,1,200
Basic,2133,1,obj3,429,305,0,2,200
Basic,2133,1,obj3,464,336,0,3,200
Basic,2133,1,obj3,452,351,0,4,200
Basic,2133,1,obj3,454,338,0,5,200
Basic,2133,1,obj3,446,322,0,6,200
Basic,2133,1,obj3,433,337,0,7,200
Basic,2133,1,obj3,426,333,0,8,200
Basic,2133,1,obj3,442,330,0,9,200
Basic,2133,1,obj3,477,349,0,10,200
Basic,2133,1,obj3,467,333,0,11,200
Basic,2133,1,obj3,516,298,0,12,200
Basic_v2,2133,2,obj3,490,306,0,1,200
Basic_v2,2133,2,obj3,482,307,0,2,200
Basic_v2,2133,2,obj3,469,304,0,3,200
Basic_v2,2133,2,obj3,456,294,0,4,200
Basic_v2,2133,2,obj3,495,315,0,5,200
Basic_v2,2133,2,obj3,470,305,0,6,200
Basic_v2,2133,2,obj3,441,280,0,7,200
Basic_v2,2133,2,obj3,478,302,0,8,200
Basic_v2,2133,2,obj3,475,312,0,9,200
Basic_v2,2133,2,obj3,508,293,0,10,200
Basic_v2,2133,2,obj3,461,275,0,11,200
Basic_v2,2133,2,obj3,475,284,0,12,200
Filler,2133,3,obj3,470,365,0,1,200
Filler,2133,3,obj3,460,351,0,2,200
Filler,2133,3,obj3,454,368,0,3,200
Filler,2133,3,obj3,459,355,0,4,200
Filler,2133,3,obj3,442,363,0,5,200
Table_B,2133,4,obj3,442,321,0,1,200
Table_B,2133,4,obj3,447,311,0,2,200
Towers_B,2133,15,obj2,272,126,0,1,100
Towers_B,2133,15,obj2,276,44,0,2,100
Towers_B,2133,15,obj3,297,76,0,3,100
Towers_B,2133,15,obj2,268,41,0,4,100
Towers_B,2133,15,obj2,281,40,0,5,100
Towers_B,2133,15,obj2,251,39,1,6,100
Bridge,2133,16,obj3,529,71,0,1,100
Bridge,2133,16,obj2,303,564,0,2,100
Bridge,2133,16,obj2,301,539,1,3,100
Launch_A,2133,17,obj1,87,42,1,1,100
Catapult,2133,18,obj2,412,83,1,1,100
Chaining,2133,19,obj1,33,36,0,1,100
Chaining,2133,19,obj2,53,60,0,2,100
Chaining,2133,19,obj1,49,32,1,3,100
Table_A,2133,20,obj2,433,566,1,1,100
FridgeMagnet,2133,21,obj3,116,21,0,1,100
FridgeMagnet,2133,21,obj3,26,15,0,2,100
FridgeMagnet,2133,21,obj2,35,19,1,3,100
SeeSaw,2133,22,obj1,319,554,0,1,400
SeeSaw,2133,22,obj2,298,542,0,2,400
SeeSaw,2133,22,obj2,319,556,1,3,400
Remove,2133,23,obj3,327,279,1,1,400
Collapse,2133,24,obj2,252,61,1,1,400
DoubleDown,2133,25,obj1,407,363,0,1,400
DoubleDown,2133,25,obj1,378,64,1,2,400
Funnel,2133,26,obj2,553,53,1,1,400
Towers_A,2133,27,obj2,266,41,1,1,400
CatapultAlt,2133,28,obj2,320,397,0,1,400
CatapultAlt,2133,28,obj2,273,41,1,2,400
Basic,1589,1,obj1,70,91,1,1,200
Basic_v2,1589,2,obj1,514,138,1,1,200
BalanceUnder,1589,3,obj3,268,212,0,1,200
BalanceUnder,1589,3,obj3,281,266,0,2,200
BalanceUnder,1589,3,obj3,285,318,0,3,200
BalanceUnder,1589,3,obj3,269,325,1,4,200
Falling_v2,1589,4,obj3,305,360,0,1,200
Falling_v2,1589,4,obj2,311,359,1,2,200
Falling_B,1589,5,obj1,376,174,0,1,200
Falling_B,1589,5,obj3,395,188,0,2,200
Falling_B,1589,5,obj2,382,84,0,3,200
Falling_B,1589,5,obj2,359,137,0,4,200
Falling_B,1589,5,obj1,368,85,0,5,200
Falling_B,1589,5,obj2,368,61,1,6,200
Unsupport,1589,6,obj1,59,35,1,1,200
Table_v2,1589,7,obj1,196,510,1,1,200
Launch_B,1589,8,obj3,44,254,0,1,200
Launch_B,1589,8,obj3,63,257,0,2,200
Launch_B,1589,8,obj3,86,293,0,3,200
Launch_B,1589,8,obj3,64,251,0,4,200
Launch_B,1589,8,obj3,71,260,0,5,200
Launch_B,1589,8,obj3,93,195,0,6,200
Launch_B,1589,8,obj2,94,205,0,7,200
Launch_B,1589,8,obj2,99,220,0,8,200
Launch_B,1589,8,obj2,93,224,0,9,200
Launch_B,1589,8,obj1,110,165,0,10,200
Launch_B,1589,8,obj1,101,180,0,11,200
Launch_B,1589,8,obj3,80,43,0,12,200
Table_B,1589,9,obj3,228,518,0,1,200
Table_B,1589,9,obj1,426,542,0,2,200
Table_B,1589,9,obj1,258,546,0,3,200
Table_B,1589,9,obj1,308,545,1,4,200
BridgeAlt,1589,10,obj3,313,461,1,1,200
Backup,1589,11,obj1,267,139,0,1,200
Backup,1589,11,obj1,267,137,1,2,200
Shove,1589,12,obj2,529,178,0,1,200
Shove,1589,12,obj1,375,415,1,2,200
Filler,1589,13,obj3,236,173,0,1,200
Filler,1589,13,obj3,244,152,1,2,200
Balance,1589,14,obj2,275,226,0,1,200
Balance,1589,14,obj2,339,217,0,2,200
Balance,1589,14,obj2,375,224,0,3,200
Balance,1589,14,obj2,343,229,0,4,200
Balance,1589,14,obj2,192,494,0,5,200
Balance,1589,14,obj2,179,533,0,6,200
Balance,1589,14,obj2,182,482,0,7,200
Balance,1589,14,obj1,186,508,0,8,200
Balance,1589,14,obj1,237,236,0,9,200
Balance,1589,14,obj1,247,210,0,10,200
Balance,1589,14,obj2,186,354,0,11,200
Balance,1589,14,obj2,182,352,0,12,200
CatapultAlt,1589,15,obj2,248,41,0,1,100
CatapultAlt,1589,15,obj2,238,39,1,2,100
SeeSaw,1589,16,obj1,323,554,0,1,100
SeeSaw,1589,16,obj1,293,552,0,2,100
SeeSaw,1589,16,obj2,314,550,1,3,100
Towers_A,1589,17,obj1,328,41,1,1,100
Remove,1589,18,obj1,353,24,1,1,100
Collapse,1589,19,obj1,247,33,0,1,100
Collapse,1589,19,obj1,266,185,0,2,100
Collapse,1589,19,obj2,245,49,1,3,100
Funnel,1589,20,obj2,140,58,0,1,100
Funnel,1589,20,obj2,29,23,1,2,100
DoubleDown,1589,21,obj1,359,24,1,1,100
FridgeMagnet,1589,22,obj2,25,19,0,1,400
FridgeMagnet,1589,22,obj3,26,32,0,2,400
FridgeMagnet,1589,22,obj2,192,115,0,3,400
FridgeMagnet,1589,22,obj2,104,52,0,4,400
FridgeMagnet,1589,22,obj2,58,45,1,5,400
Towers_B,1589,23,obj1,355,47,0,1,400
Towers_B,1589,23,obj2,265,39,0,2,400
Towers_B,1589,23,obj2,247,40,1,3,400
Chaining,1589,24,obj1,45,30,0,1,400
Chaining,1589,24,obj2,536,32,0,2,400
Chaining,1589,24,obj2,553,28,0,3,400
Chaining,1589,24,obj2,532,28,0,4,400
Chaining,1589,24,obj2,533,27,0,5,400
Chaining,1589,24,obj2,552,29,0,6,400
Chaining,1589,24,obj1,63,31,1,7,400
Launch_A,1589,25,obj1,45,34,1,1,400
Catapult,1589,26,obj2,417,55,1,1,400
Bridge,1589,27,obj1,303,537,1,1,400
Table_A,1589,28,obj3,340,539,0,1,400
Table_A,1589,28,obj2,365,537,1,2,400
Basic,1594,1,obj1,90,380,0,1,200
Basic,1594,1,obj2,135,349,1,2,200
Basic_v2,1594,2,obj1,529,366.5,0,1,200
Basic_v2,1594,2,obj3,494,358.5,0,2,200
Basic_v2,1594,2,obj3,537,278,0,3,200
Basic_v2,1594,2,obj2,511,257,0,4,200
Basic_v2,1594,2,obj1,519,30,1,5,200
BalanceUnder,1594,3,obj3,31,32,0,1,200
BalanceUnder,1594,3,obj3,326,329,0,2,200
BalanceUnder,1594,3,obj2,35,27,0,3,200
BalanceUnder,1594,3,obj2,204,28,0,4,200
BalanceUnder,1594,3,obj1,293,347,1,5,200
Table_v2,1594,4,obj3,367,404,0,1,200
Table_v2,1594,4,obj1,18,437,0,2,200
Table_v2,1594,4,obj3,370,25,0,3,200
Table_v2,1594,4,obj3,410,25,0,4,200
Table_v2,1594,4,obj1,144,50,0,5,200
Table_v2,1594,4,obj1,184,179,0,6,200
Table_v2,1594,4,obj3,131,28,0,7,200
Table_v2,1594,4,obj2,144,43,0,8,200
Table_v2,1594,4,obj1,373,48,0,9,200
Table_v2,1594,4,obj3,26,371,0,10,200
Table_v2,1594,4,obj1,387,389,0,11,200
Table_v2,1594,4,obj3,144,487,0,12,200
Falling_v2,1594,5,obj3,353,355,0,1,200
Falling_v2,1594,5,obj1,330,359,0,2,200
Falling_v2,1594,5,obj1,307,363,0,3,200
Falling_v2,1594,5,obj1,298,360,0,4,200
Falling_v2,1594,5,obj2,306,363,0,5,200
Falling_v2,1594,5,obj3,317,359,0,6,200
Falling_v2,1594,5,obj1,306,361,1,7,200
Shove,1594,6,obj1,381,454.5,1,1,200
Backup,1594,7,obj2,262,126,0,1,200
Backup,1594,7,obj3,402,484,0,2,200
Backup,1594,7,obj2,566,322,0,3,200
Backup,1594,7,obj2,523,358,0,4,200
Backup,1594,7,obj1,267,173,0,5,200
Backup,1594,7,obj2,271,161,0,6,200
Backup,1594,7,obj3,278,190,0,7,200
Backup,1594,7,obj1,562,369,0,8,200
Backup,1594,7,obj3,386,203,0,9,200
Backup,1594,7,obj2,329,168,0,10,200
Backup,1594,7,obj2,271,138,0,11,200
Backup,1594,7,obj3,409,206,0,12,200
Table_B,1594,8,obj2,428,558,0,1,200
Table_B,1594,8,obj2,412,560,0,2,200
Table_B,1594,8,obj1,434,545,0,3,200
Table_B,1594,8,obj3,214,519,0,4,200
Table_B,1594,8,obj3,593,368,0,5,200
Table_B,1594,8,obj2,502,460,0,6,200
Table_B,1594,8,obj1,428,546,0,7,200
Table_B,1594,8,obj3,442,568,0,8,200
Table_B,1594,8,obj1,233,49,0,9,200
Table_B,1594,8,obj1,199,61,0,10,200
Table_B,1594,8,obj1,188,109,0,11,200
Table_B,1594,8,obj1,448,51,0,12,200
BridgeAlt,1594,9,obj3,315,505,1,1,200
Launch_B,1594,10,obj2,343,484,0,1,200
Launch_B,1594,10,obj1,111,367,0,2,200
Launch_B,1594,10,obj2,97,355,0,3,200
Launch_B,1594,10,obj2,104,357,0,4,200
Launch_B,1594,10,obj3,93,319,0,5,200
Launch_B,1594,10,obj1,107,366,0,6,200
Launch_B,1594,10,obj1,120,367,0,7,200
Launch_B,1594,10,obj3,92,331,0,8,200
Launch_B,1594,10,obj3,202,358,0,9,200
Launch_B,1594,10,obj1,151,33,0,10,200
Launch_B,1594,10,obj1,90,27,0,11,200
Launch_B,1594,10,obj1,96,27,0,12,200
Unsupport,1594,11,obj3,273,357,0,1,200
Unsupport,1594,11,obj3,48,79,0,2,200
Unsupport,1594,11,obj1,49,34,1,3,200
Balance,1594,12,obj1,412,214,0,1,200
Balance,1594,12,obj1,538,259,0,2,200
Balance,1594,12,obj3,380,196,0,3,200
Balance,1594,12,obj3,425,221,0,4,200
Balance,1594,12,obj3,473,185,1,5,200
Falling_B,1594,13,obj2,383,85,1,1,200
Filler,1594,14,obj3,242,253,1,1,200
CatapultAlt,1594,15,obj2,242,550,0,1,100
CatapultAlt,1594,15,obj3,241,485,0,2,100
CatapultAlt,1594,15,obj2,256,310,0,3,100
CatapultAlt,1594,15,obj2,238,39,1,4,100
Funnel,1594,16,obj1,121,52,0,1,100
Funnel,1594,16,obj2,103,44,1,2,100
SeeSaw,1594,17,obj1,323,555,0,1,100
SeeSaw,1594,17,obj1,318,554,1,2,100
DoubleDown,1594,18,obj1,369,27,1,1,100
Collapse,1594,19,obj2,312,28,1,1,100
Towers_A,1594,20,obj1,339,38,1,1,100
Remove,1594,21,obj1,379,237,0,1,100
Remove,1594,21,obj3,408,22,1,2,100
Towers_B,1594,22,obj1,259,38,0,1,400
Towers_B,1594,22,obj2,256,38,0,2,400
Towers_B,1594,22,obj3,253,37,0,3,400
Towers_B,1594,22,obj1,332,311,0,4,400
Towers_B,1594,22,obj2,358,312,0,5,400
Towers_B,1594,22,obj1,359,38,0,6,400
Towers_B,1594,22,obj2,231,39,1,7,400
Catapult,1594,23,obj1,418,331,0,1,400
Catapult,1594,23,obj2,405,99,1,2,400
Launch_A,1594,24,obj1,118,366,0,1,400
Launch_A,1594,24,obj1,36,28,1,2,400
Chaining,1594,25,obj1,43,32,0,1,400
Chaining,1594,25,obj2,551,29,0,2,400
Chaining,1594,25,obj1,59,29,1,3,400
FridgeMagnet,1594,26,obj3,320,70,0,1,400
FridgeMagnet,1594,26,obj3,323,131,0,2,400
FridgeMagnet,1594,26,obj2,321,131,0,3,400
FridgeMagnet,1594,26,obj2,323,130,0,4,400
FridgeMagnet,1594,26,obj1,325,35,0,5,400
FridgeMagnet,1594,26,obj2,25,31,0,6,400
FridgeMagnet,1594,26,obj3,16,13,0,7,400
FridgeMagnet,1594,26,obj1,36,31,0,8,400
FridgeMagnet,1594,26,obj1,293,33,0,9,400
FridgeMagnet,1594,26,obj2,22,21,1,10,400
Table_A,1594,27,obj2,418,565,1,1,400
Bridge,1594,28,obj1,298,552,1,1,400
Basic,1600,1,obj1,74,241,1,1,200
Basic_v2,1600,2,obj1,524,121,0,1,200
Basic_v2,1600,2,obj1,522,23,1,2,200
Falling_v2,1600,3,obj3,333,356,0,1,200
Falling_v2,1600,3,obj3,316,352,0,2,200
Falling_v2,1600,3,obj1,305,366,1,3,200
Backup,1600,4,obj1,266,44,1,1,200
BalanceUnder,1600,5,obj3,248,321,0,1,200
BalanceUnder,1600,5,obj1,321,298,1,2,200
Shove,1600,6,obj3,298,366,0,1,200
Shove,1600,6,obj3,330,453,0,2,200
Shove,1600,6,obj1,351,475,1,3,200
Launch_B,1600,7,obj3,68,319,0,1,200
Launch_B,1600,7,obj3,63,328,0,2,200
Launch_B,1600,7,obj3,89,333,0,3,200
Launch_B,1600,7,obj2,115,351,0,4,200
Launch_B,1600,7,obj3,75,350,0,5,200
Launch_B,1600,7,obj3,72,346,0,6,200
Launch_B,1600,7,obj3,86,343,0,7,200
Launch_B,1600,7,obj1,97,371,0,8,200
Launch_B,1600,7,obj3,82,43,0,9,200
Launch_B,1600,7,obj3,72,354,0,10,200
Launch_B,1600,7,obj3,70,55,0,11,200
Launch_B,1600,7,obj3,60,54,0,12,200
Falling_B,1600,8,obj2,233,54,1,1,200
Unsupport,1600,9,obj1,49,39,1,1,200
Table_B,1600,10,obj2,426,540,0,1,200
Table_B,1600,10,obj1,439,169,0,2,200
Table_B,1600,10,obj1,248,133,0,3,200
Table_B,1600,10,obj1,133,169,0,4,200
Table_B,1600,10,obj3,321,552,0,5,200
Table_B,1600,10,obj3,257,554,0,6,200
Table_B,1600,10,obj1,320,335,0,7,200
Table_B,1600,10,obj2,214,394,0,8,200
Table_B,1600,10,obj3,236,518,0,9,200
Table_B,1600,10,obj1,262,66,0,10,200
Table_B,1600,10,obj1,376,343,0,11,200
Table_B,1600,10,obj1,275,372,0,12,200
BridgeAlt,1600,11,obj3,304,463,0,1,200
BridgeAlt,1600,11,obj3,302,489,0,2,200
BridgeAlt,1600,11,obj3,308,467,0,3,200
BridgeAlt,1600,11,obj3,313,495,1,4,200
Filler,1600,12,obj3,241,213,1,1,200
Balance,1600,13,obj2,357,226,1,1,200
Table_v2,1600,14,obj1,207,532,1,1,200
Remove,1601,15,obj1,40,58,0,1,100
Remove,1601,15,obj1,33,18,1,2,100
Funnel,1601,16,obj2,284,33,1,1,100
CatapultAlt,1601,17,obj2,271,63,1,1,100
DoubleDown,1601,18,obj1,404,147,0,1,100
DoubleDown,1601,18,obj1,370,50,1,2,100
Towers_A,1601,19,obj1,341,340,1,1,100
SeeSaw,1601,20,obj2,320,551,1,1,100
Collapse,1601,21,obj2,277,280,1,1,100
Chaining,1601,22,obj1,39,49,0,1,400
Chaining,1601,22,obj2,540,56,0,2,400
Chaining,1601,22,obj2,549,31,0,3,400
Chaining,1601,22,obj1,44,28,0,4,400
Chaining,1601,22,obj1,552,38,0,5,400
Chaining,1601,22,obj1,52,33,1,6,400
FridgeMagnet,1601,23,obj2,310,50,0,1,400
FridgeMagnet,1601,23,obj3,336,24,0,2,400
FridgeMagnet,1601,23,obj3,322,125,0,3,400
FridgeMagnet,1601,23,obj2,322,132,1,4,400
Launch_A,1601,24,obj3,78,283,0,1,400
Launch_A,1601,24,obj2,99,281,0,2,400
Launch_A,1601,24,obj2,84,243,1,3,400
Catapult,1601,25,obj2,415,53,1,1,400
Towers_B,1601,26,obj2,240,43,0,1,400
Towers_B,1601,26,obj2,250,39,0,2,400
Towers_B,1601,26,obj2,279,43,0,3,400
Towers_B,1601,26,obj2,284,39,0,4,400
Towers_B,1601,26,obj1,349,74,0,5,400
Towers_B,1601,26,obj2,230,37,1,6,400
Table_A,1601,27,obj1,216,55,0,1,400
Table_A,1601,27,obj1,223,80,0,2,400
Table_A,1601,27,obj2,428,530,1,3,400
Bridge,1601,28,obj1,301,546,1,1,400
Basic,1607,1,obj1,64,220.5,1,1,200
Basic_v2,1607,2,obj2,530,376.5,0,1,200
Basic_v2,1607,2,obj1,527,253.5,0,2,200
Basic_v2,1607,2,obj3,258,460.5,0,3,200
Basic_v2,1607,2,obj3,556,82.5,0,4,200
Basic_v2,1607,2,obj1,533,141.5,0,5,200
Basic_v2,1607,2,obj2,453,38.5,0,6,200
Basic_v2,1607,2,obj1,550,24.5,0,7,200
Basic_v2,1607,2,obj1,521,23.5,1,8,200
Table_v2,1607,3,obj3,533,135,0,1,200
Table_v2,1607,3,obj1,550,118.5,0,2,200
Table_v2,1607,3,obj1,326,89.5,0,3,200
Table_v2,1607,3,obj1,181,369.5,0,4,200
Table_v2,1607,3,obj2,276,328.5,0,5,200
Table_v2,1607,3,obj1,135,338.5,0,6,200
Table_v2,1607,3,obj3,365,305.5,0,7,200
Table_v2,1607,3,obj3,272,291.5,0,8,200
Table_v2,1607,3,obj1,360,404.5,0,9,200
Table_v2,1607,3,obj3,152,408.5,0,10,200
Table_v2,1607,3,obj1,354,333.5,0,11,200
Table_v2,1607,3,obj3,187,351.5,0,12,200
Table_B,1607,4,obj3,366,408.5,0,1,200
Table_B,1607,4,obj1,358,407.5,0,2,200
Table_B,1607,4,obj1,399,416.5,0,3,200
Table_B,1607,4,obj1,373,423.5,0,4,200
Table_B,1607,4,obj1,334,415.5,0,5,200
Table_B,1607,4,obj2,97,358,0,6,200
Table_B,1607,4,obj1,402,410.5,0,7,200
Table_B,1607,4,obj2,190,411.5,0,8,200
Table_B,1607,4,obj1,211,183.5,0,9,200
Table_B,1607,4,obj1,209,49.5,0,10,200
Table_B,1607,4,obj1,225,66.5,0,11,200
Table_B,1607,4,obj1,227,108.5,0,12,200
Unsupport,1607,5,obj3,147,82.5,0,1,200
Unsupport,1607,5,obj3,559,38.5,0,2,200
Unsupport,1607,5,obj2,554,31.5,0,3,200
Unsupport,1607,5,obj3,41,64.5,0,4,200
Unsupport,1607,5,obj2,148,33.5,0,5,200
Unsupport,1607,5,obj3,42,34.5,0,6,200
Unsupport,1607,5,obj1,60,34.5,1,7,200
BridgeAlt,1607,6,obj3,315,256.5,1,1,200
Launch_B,1607,7,obj2,338,369.5,0,1,200
Launch_B,1607,7,obj1,319,250.5,0,2,200
Launch_B,1607,7,obj1,103,188.5,0,3,200
Launch_B,1607,7,obj1,104,195.5,0,4,200
Launch_B,1607,7,obj2,90,124.5,0,5,200
Launch_B,1607,7,obj3,78,119.5,0,6,200
Launch_B,1607,7,obj3,74,62.5,0,7,200
Launch_B,1607,7,obj3,72,47.5,0,8,200
Launch_B,1607,7,obj2,79,18.5,0,9,200
Launch_B,1607,7,obj2,96,13.5,0,10,200
Launch_B,1607,7,obj3,87,47.5,0,11,200
Launch_B,1607,7,obj3,93,45.5,0,12,200
Falling_B,1607,8,obj2,208,74.5,0,1,200
Falling_B,1607,8,obj2,270,42.5,0,2,200
Falling_B,1607,8,obj3,200,16.5,0,3,200
Falling_B,1607,8,obj1,235,38.5,0,4,200
Falling_B,1607,8,obj1,216,37.5,0,5,200
Falling_B,1607,8,obj2,218,41.5,1,6,200
Falling_v2,1607,9,obj3,248,79.5,0,1,200
Falling_v2,1607,9,obj3,348,41.5,0,2,200
Falling_v2,1607,9,obj3,340,42.5,0,3,200
Falling_v2,1607,9,obj3,331,43.5,0,4,200
Falling_v2,1607,9,obj3,318,43.5,0,5,200
Falling_v2,1607,9,obj2,255,153.5,0,6,200
Falling_v2,1607,9,obj2,329,89.5,0,7,200
Falling_v2,1607,9,obj1,330,52.5,0,8,200
Falling_v2,1607,9,obj1,322,34.5,0,9,200
Falling_v2,1607,9,obj1,307,33.5,0,10,200
Falling_v2,1607,9,obj2,330,28.5,0,11,200
Falling_v2,1607,9,obj2,327,29.5,0,12,200
BalanceUnder,1607,10,obj1,303,246.5,0,1,200
BalanceUnder,1607,10,obj3,326,190.5,0,2,200
BalanceUnder,1607,10,obj1,329,103.5,0,3,200
BalanceUnder,1607,10,obj3,346,37.5,0,4,200
BalanceUnder,1607,10,obj3,324,126.5,0,5,200
BalanceUnder,1607,10,obj2,317,143.5,0,6,200
BalanceUnder,1607,10,obj3,333,122.5,0,7,200
BalanceUnder,1607,10,obj3,325,193.5,0,8,200
BalanceUnder,1607,10,obj3,327,126.5,0,9,200
BalanceUnder,1607,10,obj2,330,167.5,0,10,200
BalanceUnder,1607,10,obj1,325,169.5,0,11,200
BalanceUnder,1607,10,obj1,323,207.5,0,12,200
Backup,1607,11,obj1,281,27.5,0,1,200
Backup,1607,11,obj1,250,76.5,0,2,200
Backup,1607,11,obj2,337,42.5,0,3,200
Backup,1607,11,obj3,282,112.5,0,4,200
Backup,1607,11,obj1,272,118.5,1,5,200
Balance,1607,12,obj3,246,225.5,0,1,200
Balance,1607,12,obj3,262,280.5,0,2,200
Balance,1607,12,obj3,340,208.5,0,3,200
Balance,1607,12,obj3,398,201.5,0,4,200
Balance,1607,12,obj1,403,223.5,0,5,200
Balance,1607,12,obj2,364,221.5,0,6,200
Balance,1607,12,obj2,333,212.5,0,7,200
Balance,1607,12,obj2,356,219.5,1,8,200
Shove,1607,13,obj1,350,244.5,1,1,200
Filler,1607,14,obj3,242,257.5,1,1,200
DoubleDown,1607,15,obj3,183,257.5,0,1,100
DoubleDown,1607,15,obj1,357,65,1,2,100
Towers_A,1607,16,obj2,254,154.5,1,1,100
SeeSaw,1607,17,obj3,45,27.5,0,1,100
SeeSaw,1607,17,obj1,359,139.5,0,2,100
SeeSaw,1607,17,obj3,403,238.5,0,3,100
SeeSaw,1607,17,obj1,378,234.5,0,4,100
SeeSaw,1607,17,obj3,378,259.5,0,5,100
SeeSaw,1607,17,obj1,19,69.5,0,6,100
SeeSaw,1607,17,obj1,392,242.5,0,7,100
SeeSaw,1607,17,obj1,362,267.5,0,8,100
SeeSaw,1607,17,obj1,380,64.5,0,9,100
SeeSaw,1607,17,obj1,372,158.5,0,10,100
SeeSaw,1607,17,obj1,383,60.5,0,11,100
SeeSaw,1607,17,obj1,385,73.5,0,12,100
CatapultAlt,1607,18,obj1,526,129.5,0,1,100
CatapultAlt,1607,18,obj2,507,142.5,0,2,100
CatapultAlt,1607,18,obj2,239,315.5,0,3,100
CatapultAlt,1607,18,obj2,238,119.5,0,4,100
CatapultAlt,1607,18,obj1,231,188.5,0,5,100
CatapultAlt,1607,18,obj2,240,42.5,1,6,100
Remove,1607,19,obj1,45,52.5,0,1,100
Remove,1607,19,obj1,336,30.5,0,2,100
Remove,1607,19,obj1,358,18.5,0,3,100
Remove,1607,19,obj2,406,18.5,1,4,100
Funnel,1607,20,obj3,535,35.5,0,1,100
Funnel,1607,20,obj1,43,41.5,0,2,100
Funnel,1607,20,obj2,26,23.5,1,3,100
Collapse,1607,21,obj1,269,165.5,0,1,100
Collapse,1607,21,obj2,281,120.5,0,2,100
Collapse,1607,21,obj1,284,26.5,1,3,100
FridgeMagnet,1607,22,obj3,30,18.5,0,1,400
FridgeMagnet,1607,22,obj1,60,33.5,0,2,400
FridgeMagnet,1607,22,obj2,323,57.5,0,3,400
FridgeMagnet,1607,22,obj3,315,134.5,0,4,400
FridgeMagnet,1607,22,obj2,306,130.5,0,5,400
FridgeMagnet,1607,22,obj2,325,131.5,0,6,400
FridgeMagnet,1607,22,obj2,321,74.5,0,7,400
FridgeMagnet,1607,22,obj2,23,33.5,1,8,400
Chaining,1607,23,obj1,35,68.5,0,1,400
Chaining,1607,23,obj2,555,35.5,0,2,400
Chaining,1607,23,obj2,536,26.5,0,3,400
