game_name,participant ID,trial_no,tool,posx,posy,success,attempt #,Gravity
Collapse,1969,16,obj1,312,53,1,2,100
DoubleDown,1969,17,obj1,381,406,0,1,100
DoubleDown,1969,17,obj3,336,51,0,2,100
DoubleDown,1969,17,obj1,350,45,1,3,100
Funnel,1969,18,obj1,155,46,0,1,100
Funnel,1969,18,obj2,172,55,0,2,100
Funnel,1969,18,obj3,560,38,0,3,100
Funnel,1969,18,obj2,555,43,1,4,100
SeeSaw,1969,19,obj1,391,556,0,1,100
SeeSaw,1969,19,obj1,219,552,0,2,100
SeeSaw,1969,19,obj1,319,555,1,4,100
Towers_A,1969,20,obj1,313,44,0,1,100
Towers_A,1969,20,obj2,286,67,0,2,100
Towers_A,1969,20,obj2,267,149,1,3,100
Remove,1969,21,obj1,320,283,0,1,100
Remove,1969,21,obj1,330,38,0,2,100
Remove,1969,21,obj1,347,36,0,3,100
Remove,1969,21,obj3,310,98,0,4,100
Remove,1969,21,obj3,373,48,0,5,100
Remove,1969,21,obj2,326,18,1,6,100
Towers_B,1969,22,obj1,311,50,0,1,400
Towers_B,1969,22,obj2,272,39,1,2,400
Bridge,1969,23,obj1,304,550,1,1,400
Launch_A,1969,24,obj1,148,385,0,1,400
Launch_A,1969,24,obj2,64,28,1,2,400
Table_A,1969,25,obj1,257,553,0,1,400
Table_A,1969,25,obj1,310,551,0,2,400
Table_A,1969,25,obj3,220,516,0,3,400
Table_A,1969,25,obj1,209,380,0,4,400
Table_A,1969,25,obj1,100,230,0,5,400
Table_A,1969,25,obj2,405,547,1,6,400
Catapult,1969,26,obj2,137,159,0,1,400
Catapult,1969,26,obj2,448,65,1,2,400
Chaining,1969,27,obj2,547,54,0,1,400
Chaining,1969,27,obj2,562,33,0,2,400
Chaining,1969,27,obj2,42,30,0,3,400
Chaining,1969,27,obj1,42,30,0,4,400
Chaining,1969,27,obj2,61,38,0,5,400
Chaining,1969,27,obj2,32,117,0,6,400
Chaining,1969,27,obj2,58,31,0,7,400
Chaining,1969,27,obj2,560,36,0,8,400
Chaining,1969,27,obj3,524,40,0,9,400
Chaining,1969,27,obj2,49,66,0,10,400
Chaining,1969,27,obj1,40,84,0,11,400
Chaining,1969,27,obj2,553,51,0,12,400
FridgeMagnet,1969,28,obj1,41,33,0,1,400
FridgeMagnet,1969,28,obj3,65,29,0,2,400
FridgeMagnet,1969,28,obj2,85,45,1,3,400
Basic,1994,1,obj2,104,383,0,1,200
Basic,1994,1,obj3,101,334,0,2,200
Basic,1994,1,obj3,141,392,0,3,200
Basic,1994,1,obj2,230,291,0,4,200
Basic,1994,1,obj1,72,389,0,5,200
Basic,1994,1,obj1,70,58,1,6,200
Basic_v2,1994,2,obj1,512,388,0,1,200
Basic_v2,1994,2,obj1,533,164,0,2,200
Basic_v2,1994,2,obj2,543,58,0,3,200
Basic_v2,1994,2,obj2,521,101,0,4,200
Basic_v2,1994,2,obj3,555,38,0,5,200
Basic_v2,1994,2,obj3,543,76,0,6,200
Basic_v2,1994,2,obj2,536,131,0,7,200
Basic_v2,1994,2,obj2,521,175,0,8,200
Basic_v2,1994,2,obj2,531,39,0,9,200
Basic_v2,1994,2,obj1,538,47,0,10,200
Basic_v2,1994,2,obj2,536,44,0,11,200
Basic_v2,1994,2,obj2,524,83,0,12,200
BalanceUnder,1994,3,obj1,31,157,0,1,200
BalanceUnder,1994,3,obj2,43,255,0,2,200
BalanceUnder,1994,3,obj2,235,179,0,3,200
BalanceUnder,1994,3,obj3,330,131,0,4,200
BalanceUnder,1994,3,obj3,326,298,0,5,200
BalanceUnder,1994,3,obj1,336,227,1,6,200
Backup,1994,4,obj1,281,87,0,1,200
Backup,1994,4,obj3,269,83,0,2,200
Backup,1994,4,obj2,281,73,0,3,200
Backup,1994,4,obj3,270,39,0,4,200
Backup,1994,4,obj1,273,39,1,5,200
Filler,1994,5,obj2,191,145,0,1,200
Filler,1994,5,obj3,243,250,1,2,200
BridgeAlt,1994,6,obj3,317,334,1,1,200
Falling_v2,1994,7,obj1,331,367,0,1,200
Falling_v2,1994,7,obj3,337,356,0,2,200
Falling_v2,1994,7,obj1,351,361,0,3,200
Falling_v2,1994,7,obj2,284,337,0,4,200
Falling_v2,1994,7,obj2,337,352,1,5,200
Table_B,1994,8,obj2,340,538,0,1,200
Table_B,1994,8,obj1,372,546,0,2,200
Table_B,1994,8,obj3,430,420,0,3,200
Table_B,1994,8,obj2,378,543,0,4,200
Table_B,1994,8,obj1,231,385,0,5,200
Table_B,1994,8,obj1,211,344,0,6,200
Table_B,1994,8,obj1,440,255,0,7,200
Table_B,1994,8,obj2,302,383,0,8,200
Table_B,1994,8,obj1,213,379,0,9,200
Table_B,1994,8,obj3,216,443,0,10,200
Table_B,1994,8,obj1,268,434,0,11,200
Table_B,1994,8,obj3,440,536,0,12,200
Shove,1994,9,obj3,348,489,0,1,200
Shove,1994,9,obj1,388,258,1,2,200
Table_v2,1994,10,obj2,526,291,0,1,200
Table_v2,1994,10,obj1,353,512,0,2,200
Table_v2,1994,10,obj2,177,385,0,3,200
Table_v2,1994,10,obj2,218,519,0,4,200
Table_v2,1994,10,obj2,205,511,0,5,200
Table_v2,1994,10,obj2,186,524,0,6,200
Table_v2,1994,10,obj1,212,529,1,7,200
Balance,1994,11,obj3,275,225,0,1,200
Balance,1994,11,obj2,288,239,0,2,200
Balance,1994,11,obj1,250,228,0,3,200
Balance,1994,11,obj3,239,221,0,4,200
Balance,1994,11,obj2,259,221,0,5,200
Balance,1994,11,obj3,244,272,0,6,200
Balance,1994,11,obj3,239,184,0,7,200
Balance,1994,11,obj1,271,217,0,8,200
Balance,1994,11,obj1,260,206,0,9,200
Balance,1994,11,obj2,385,246,0,10,200
Balance,1994,11,obj2,264,219,0,11,200
Balance,1994,11,obj2,198,224,0,12,200
Launch_B,1994,12,obj1,103,352,0,1,200
Launch_B,1994,12,obj3,84,351,0,2,200
Launch_B,1994,12,obj2,88,356,0,3,200
Launch_B,1994,12,obj2,112,352,0,4,200
Launch_B,1994,12,obj2,89,353,0,5,200
Launch_B,1994,12,obj1,91,357,0,6,200
Launch_B,1994,12,obj1,104,354,0,7,200
Launch_B,1994,12,obj2,89,357,0,8,200
Launch_B,1994,12,obj2,87,356,0,9,200
Launch_B,1994,12,obj2,94,354,0,10,200
Launch_B,1994,12,obj2,87,357,0,11,200
Launch_B,1994,12,obj2,84,367,0,12,200
Unsupport,1994,13,obj3,68,38,0,1,200
Unsupport,1994,13,obj1,48,34,1,2,200
Falling_B,1994,14,obj1,274,191,0,1,200
Falling_B,1994,14,obj2,297,55,0,2,200
Falling_B,1994,14,obj2,242,66,0,3,200
Falling_B,1994,14,obj1,344,62,0,4,200
Falling_B,1994,14,obj1,363,55,0,5,200
Falling_B,1994,14,obj3,359,48,0,6,200
Falling_B,1994,14,obj3,361,72,0,7,200
Falling_B,1994,14,obj3,372,62,0,8,200
Falling_B,1994,14,obj1,373,55,0,9,200
Falling_B,1994,14,obj2,341,52,0,10,200
Falling_B,1994,14,obj2,368,52,1,11,200
Basic,1995,1,obj3,385,338,0,1,200
Basic,1995,1,obj3,431,360,0,2,200
Basic,1995,1,obj3,392,349,0,3,200
Basic,1995,1,obj3,373,351,0,4,200
Basic,1995,1,obj3,390,335,0,5,200
Basic,1995,1,obj3,364,321,0,6,200
Basic,1995,1,obj3,351,317,0,7,200
Basic,1995,1,obj3,332,315,0,8,200
Basic,1995,1,obj3,389,312,0,9,200
Basic,1995,1,obj3,388,308,0,10,200
Basic,1995,1,obj3,387,307,0,11,200
Basic,1995,1,obj3,371,294,0,12,200
Basic_v2,1995,2,obj3,414,326,0,1,200
Basic_v2,1995,2,obj3,414,312,0,2,200
Basic_v2,1995,2,obj3,407,304,0,3,200
Basic_v2,1995,2,obj3,379,283,0,4,200
Basic_v2,1995,2,obj3,385,308,0,5,200
Basic_v2,1995,2,obj3,386,322,0,6,200
Basic_v2,1995,2,obj3,385,299,0,7,200
Basic_v2,1995,2,obj3,348,271,0,8,200
Basic_v2,1995,2,obj3,383,290,0,9,200
Basic_v2,1995,2,obj3,387,295,0,10,200
Basic_v2,1995,2,obj3,346,271,0,11,200
Basic_v2,1995,2,obj3,347,293,0,12,200
BalanceUnder,1995,3,obj3,423,291,0,1,200
BalanceUnder,1995,3,obj3,436,300,0,2,200
BalanceUnder,1995,3,obj3,424,297,0,3,200
BalanceUnder,1995,3,obj3,419,281,0,4,200
BalanceUnder,1995,3,obj3,422,291,0,5,200
BalanceUnder,1995,3,obj3,416,274,0,6,200
BalanceUnder,1995,3,obj3,432,299,0,7,200
BalanceUnder,1995,3,obj3,424,285,0,8,200
BalanceUnder,1995,3,obj3,410,276,0,9,200
BalanceUnder,1995,3,obj3,436,290,0,10,200
BalanceUnder,1995,3,obj3,439,304,0,11,200
BalanceUnder,1995,3,obj3,432,298,0,12,200
Shove,1995,4,obj3,420,300,0,1,200
Shove,1995,4,obj3,434,304,0,2,200
Shove,1995,4,obj3,456,317,0,3,200
Shove,1995,4,obj3,419,304,0,4,200
Shove,1995,4,obj3,442,320,0,5,200
Shove,1995,4,obj3,449,341,0,6,200
Shove,1995,4,obj3,429,318,0,7,200
Shove,1995,4,obj3,412,305,0,8,200
Shove,1995,4,obj3,412,310,0,9,200
Shove,1995,4,obj3,427,308,0,10,200
Shove,1995,4,obj3,430,318,0,11,200
Shove,1995,4,obj3,423,319,0,12,200
Unsupport,1995,5,obj3,429,360,0,2,200
Unsupport,1995,5,obj3,423,359,0,3,200
Unsupport,1995,5,obj3,419,353,0,4,200
Unsupport,1995,5,obj3,424,414,0,5,200
Unsupport,1995,5,obj3,403,411,0,6,200
Unsupport,1995,5,obj3,410,394,0,7,200
Unsupport,1995,5,obj3,404,375,0,8,200
Unsupport,1995,5,obj3,404,364,0,9,200
Unsupport,1995,5,obj3,410,369,0,10,200
Unsupport,1995,5,obj3,419,379,0,11,200
Table_v2,1995,8,obj3,406,396,0,2,200
Table_v2,1995,8,obj3,401,376,0,3,200
Table_v2,1995,8,obj3,387,366,0,4,200
Table_v2,1995,8,obj3,390,383,0,5,200
Table_v2,1995,8,obj3,382,379,0,6,200
Table_v2,1995,8,obj3,374,378,0,7,200
Table_v2,1995,8,obj3,389,380,0,8,200
Table_v2,1995,8,obj3,385,370,0,9,200
Table_v2,1995,8,obj3,369,375,0,10,200
Table_v2,1995,8,obj3,357,379,0,11,200
Table_v2,1995,8,obj3,369,369,0,12,200
BridgeAlt,1995,9,obj3,337,363,0,1,200
BridgeAlt,1995,9,obj3,356,363,0,2,200
BridgeAlt,1995,9,obj3,350,370,0,3,200
BridgeAlt,1995,9,obj3,365,386,0,4,200
BridgeAlt,1995,9,obj3,332,363,0,5,200
BridgeAlt,1995,9,obj3,341,394,0,6,200
BridgeAlt,1995,9,obj3,396,404,0,7,200
BridgeAlt,1995,9,obj3,405,411,0,8,200
BridgeAlt,1995,9,obj3,397,435,0,9,200
BridgeAlt,1995,9,obj3,374,397,0,10,200
BridgeAlt,1995,9,obj3,378,415,0,11,200
BridgeAlt,1995,9,obj3,383,404,0,12,200
Backup,1995,10,obj3,352,387,0,1,200
Backup,1995,10,obj3,348,376,0,2,200
Backup,1995,10,obj3,321,369,0,3,200
Backup,1995,10,obj3,322,367,0,4,200
Backup,1995,10,obj3,337,363,0,5,200
Backup,1995,10,obj3,322,365,0,6,200
Backup,1995,10,obj3,317,354,0,7,200
Backup,1995,10,obj3,314,363,0,8,200
Backup,1995,10,obj3,326,371,0,9,200
Backup,1995,10,obj3,313,365,0,10,200
Backup,1995,10,obj3,252,360,0,12,200
Balance,1995,11,obj3,264,353,0,1,200
Balance,1995,11,obj3,274,399,0,2,200
Balance,1995,11,obj3,256,422,0,3,200
Balance,1995,11,obj3,234,426,0,4,200
Balance,1995,11,obj3,237,415,0,5,200
Balance,1995,11,obj3,251,390,0,6,200
Balance,1995,11,obj3,237,386,0,7,200
Balance,1995,11,obj3,220,393,0,8,200
Balance,1995,11,obj3,252,389,0,9,200
Balance,1995,11,obj3,233,401,0,10,200
Balance,1995,11,obj3,223,403,0,11,200
Balance,1995,11,obj3,226,397,0,12,200
Table_B,1995,12,obj3,248,363,0,1,200
Table_B,1995,12,obj3,237,330,0,2,200
Table_B,1995,12,obj3,239,341,0,3,200
Table_B,1995,12,obj3,278,353,0,4,200
Table_B,1995,12,obj3,243,296,0,5,200
Table_B,1995,12,obj3,261,331,0,6,200
Table_B,1995,12,obj3,271,306,0,7,200
Table_B,1995,12,obj3,252,319,0,8,200
Table_B,1995,12,obj3,233,311,0,9,200
Table_B,1995,12,obj3,240,333,0,10,200
Table_B,1995,12,obj3,227,306,0,11,200
Table_B,1995,12,obj3,194,308,0,12,200
Launch_B,1995,13,obj3,210,263,0,1,200
Launch_B,1995,13,obj3,259,244,0,2,200
Launch_B,1995,13,obj3,184,250,0,3,200
Launch_B,1995,13,obj3,302,287,0,4,200
Launch_B,1995,13,obj3,283,287,0,5,200
Launch_B,1995,13,obj3,292,295,0,6,200
Launch_B,1995,13,obj3,268,276,0,7,200
Launch_B,1995,13,obj3,265,290,0,8,200
Launch_B,1995,13,obj3,286,276,0,9,200
Launch_B,1995,13,obj3,278,280,0,10,200
Launch_B,1995,13,obj3,286,302,0,11,200
Launch_B,1995,13,obj3,243,266,0,12,200
Towers_A,1995,15,obj3,346,130,0,1,100
Towers_A,1995,15,obj1,357,93,0,2,100
Towers_A,1995,15,obj2,355,61,1,3,100
Funnel,1995,16,obj2,69,80,1,1,100
Remove,1995,17,obj3,25,26,1,1,100
SeeSaw,1995,18,obj3,44,103,0,1,100
SeeSaw,1995,18,obj1,285,556,0,2,100
SeeSaw,1995,18,obj3,262,538,0,3,100
SeeSaw,1995,18,obj3,322,537,0,4,100
SeeSaw,1995,18,obj3,270,540,0,5,100
SeeSaw,1995,18,obj2,335,552,0,6,100
SeeSaw,1995,18,obj1,286,555,0,7,100
SeeSaw,1995,18,obj2,393,542,0,8,100
SeeSaw,1995,18,obj1,296,554,0,9,100
SeeSaw,1995,18,obj3,354,552,0,10,100
SeeSaw,1995,18,obj2,351,553,0,11,100
SeeSaw,1995,18,obj1,242,556,0,12,100
DoubleDown,1995,19,obj2,339,24,0,1,100
DoubleDown,1995,19,obj3,350,54,0,2,100
DoubleDown,1995,19,obj1,368,34,1,3,100
CatapultAlt,1995,20,obj2,315,50,1,1,100
Collapse,1995,21,obj1,283,101,1,1,100
Table_A,1995,22,obj3,396,546,0,1,400
Table_A,1995,22,obj2,386,528,1,2,400
Towers_B,1995,23,obj1,262,95,0,1,400
Towers_B,1995,23,obj2,259,84,1,2,400
FridgeMagnet,1995,24,obj2,70,41,0,1,400
FridgeMagnet,1995,24,obj2,27,31,0,2,400
FridgeMagnet,1995,24,obj3,39,27,0,3,400
FridgeMagnet,1995,24,obj2,21,38,1,4,400
Launch_A,1995,25,obj1,89,246,1,1,400
Chaining,1995,26,obj1,45,73,0,1,400
Chaining,1995,26,obj2,47,48,0,2,400
Chaining,1995,26,obj3,43,38,0,3,400
Chaining,1995,26,obj3,47,28,0,4,400
Chaining,1995,26,obj3,43,39,0,5,400
Chaining,1995,26,obj2,56,39,0,6,400
Chaining,1995,26,obj2,41,42,0,7,400
Chaining,1995,26,obj2,59,33,0,8,400
Chaining,1995,26,obj1,57,27,1,9,400
Catapult,1995,27,obj2,399,70,1,1,400
Bridge,1995,28,obj2,327,85,0,1,400
Bridge,1995,28,obj3,300,69,0,2,400
Bridge,1995,28,obj1,247,110,0,3,400
Bridge,1995,28,obj1,304,51,0,4,400
Bridge,1995,28,obj3,295,424,0,5,400
Bridge,1995,28,obj1,299,52,0,6,400
Bridge,1995,28,obj1,244,52,0,7,400
Bridge,1995,28,obj3,401,106,0,8,400
Bridge,1995,28,obj1,250,100,0,9,400
Bridge,1995,28,obj3,342,75,0,10,400
Bridge,1995,28,obj1,305,543,1,11,400
Basic,1580,1,obj3,145.5,321,0,1,200
Basic,1580,1,obj1,568.5,352,0,2,200
Basic,1580,1,obj2,90.5,32,1,3,200
Basic_v2,1580,2,obj2,544.5,381,0,1,200
Basic_v2,1580,2,obj1,526.5,21,0,2,200
Basic_v2,1580,2,obj3,553.5,10,0,3,200
Basic_v2,1580,2,obj2,591.5,396,0,4,200
Basic_v2,1580,2,obj1,502.5,21,0,5,200
Basic_v2,1580,2,obj2,524.5,108,0,6,200
Basic_v2,1580,2,obj1,260.5,579,0,7,200
Basic_v2,1580,2,obj3,555.5,25,0,8,200
Basic_v2,1580,2,obj3,545.5,12,0,9,200
Basic_v2,1580,2,obj2,520.5,24,0,10,200
Basic_v2,1580,2,obj2,511.5,24,0,11,200
Basic_v2,1580,2,obj2,491.5,376,0,12,200
Unsupport,1580,3,obj1,427.5,289,0,1,200
Unsupport,1580,3,obj2,515.5,72,0,2,200
Unsupport,1580,3,obj2,66.5,137,0,3,200
Unsupport,1580,3,obj3,36.5,50,0,4,200
Unsupport,1580,3,obj3,339.5,38,0,5,200
Unsupport,1580,3,obj1,562.5,38,0,7,200
Basic,1580,3,obj2,73.5,35,0,8,200
Basic,1580,3,obj2,72.5,62,0,9,200
Basic,1580,3,obj2,77.5,184,1,10,200
Basic_v2,1580,4,obj2,523.5,25,0,1,200
Basic_v2,1580,4,obj3,544.5,10,0,2,200
Basic_v2,1580,4,obj1,524.5,26,0,3,200
Basic_v2,1580,4,obj2,482.5,28,0,4,200
Basic_v2,1580,4,obj2,507.5,27,0,5,200
Basic_v2,1580,4,obj3,544.5,12,0,6,200
Basic_v2,1580,4,obj2,517.5,26,0,7,200
Basic_v2,1580,4,obj2,488.5,27,0,8,200
Basic_v2,1580,4,obj2,529.5,26,0,9,200
Basic_v2,1580,4,obj1,516.5,24,1,10,200
Unsupport,1580,5,obj1,354.5,27,0,1,200
Unsupport,1580,5,obj1,561.5,38,0,2,200
Unsupport,1580,5,obj3,549.5,28,0,3,200
Unsupport,1580,5,obj3,28.5,29,0,4,200
Unsupport,1580,5,obj3,46.5,35,0,5,200
Unsupport,1580,5,obj3,48.5,29,1,6,200
Table_v2,1580,6,obj2,522.5,38,0,1,200
Table_v2,1580,6,obj1,517.5,55,0,2,200
Table_v2,1580,6,obj3,518.5,50,0,3,200
Table_v2,1580,6,obj3,503.5,129,0,4,200
Table_v2,1580,6,obj3,507.5,162,0,5,200
Table_v2,1580,6,obj1,503.5,231,0,6,200
Table_v2,1580,6,obj1,522.5,312,0,7,200
Table_v2,1580,6,obj2,528.5,345,0,8,200
Table_v2,1580,6,obj1,532.5,333,0,9,200
Table_v2,1580,6,obj1,469.5,341,0,10,200
Table_v2,1580,6,obj1,282.5,311,0,11,200
Table_v2,1580,6,obj2,292.5,132,0,12,200
BridgeAlt,1580,7,obj2,27.5,90,0,1,200
BridgeAlt,1580,7,obj1,18.5,47,1,2,200
Balance,1580,8,obj3,260.5,188,0,1,200
Balance,1580,8,obj3,239.5,247,0,2,200
Balance,1580,8,obj1,296.5,229,0,3,200
Balance,1580,8,obj1,413.5,217,0,4,200
Balance,1580,8,obj3,296.5,190,0,5,200
Balance,1580,8,obj3,244.5,187,0,6,200
Balance,1580,8,obj3,227.5,189,0,7,200
Balance,1580,8,obj2,255.5,220,0,8,200
Balance,1580,8,obj3,250.5,196,0,9,200
Balance,1580,8,obj3,227.5,233,0,10,200
Balance,1580,8,obj3,242.5,284,0,11,200
Balance,1580,8,obj3,182.5,282,0,12,200
Shove,1580,9,obj1,423.5,36,0,1,200
Shove,1580,9,obj2,428.5,38,0,2,200
Shove,1580,9,obj2,316.5,35,0,3,200
Shove,1580,9,obj3,366.5,11,0,4,200
Shove,1580,9,obj2,399.5,370,0,5,200
Shove,1580,9,obj2,558.5,205,0,6,200
Shove,1580,9,obj1,445.5,155,0,7,200
Shove,1580,9,obj3,285.5,359,0,8,200
Shove,1580,9,obj3,339.5,147,0,9,200
Shove,1580,9,obj3,541.5,384,0,10,200
Shove,1580,9,obj1,296.5,187,0,11,200
Shove,1580,9,obj1,323.5,244,0,12,200
Falling_B,1580,10,obj2,353.5,131,0,1,200
Falling_B,1580,10,obj2,373.5,94,0,2,200
Falling_B,1580,10,obj1,366.5,60,0,3,200
Falling_B,1580,10,obj3,396.5,50,0,4,200
Falling_B,1580,10,obj3,207.5,82,0,5,200
Falling_B,1580,10,obj2,362.5,58,1,6,200
Launch_B,1580,11,obj2,124.5,149,0,1,200
Launch_B,1580,11,obj2,130.5,33,1,2,200
Table_B,1580,12,obj2,103.5,121,0,1,200
Table_B,1580,12,obj2,300.5,85,0,2,200
Table_B,1580,12,obj3,338.5,42,0,3,200
Table_B,1580,12,obj3,451.5,110,0,4,200
Table_B,1580,12,obj3,223.5,219,0,5,200
Table_B,1580,12,obj1,193.5,205,0,6,200
Table_B,1580,12,obj2,189.5,242,0,7,200
Table_B,1580,12,obj2,414.5,56,0,8,200
Table_B,1580,12,obj2,185.5,337,0,9,200
Table_B,1580,12,obj2,201.5,36,0,10,200
Table_B,1580,12,obj2,200.5,42,0,11,200
Table_B,1580,12,obj1,231.5,53,0,12,200
BalanceUnder,1580,13,obj1,323.5,256,1,1,200
Falling_v2,1580,14,obj2,333.5,88,0,1,200
Falling_v2,1580,14,obj2,346.5,166,0,2,200
Falling_v2,1580,14,obj3,329.5,46,0,3,200
Falling_v2,1580,14,obj1,323.5,36,1,4,200
Filler,1580,15,obj3,109.5,76,0,1,200
Filler,1580,15,obj2,241.5,171,0,2,200
Filler,1580,15,obj3,242.5,182,1,3,200
Backup,1580,16,obj3,287.5,122,0,1,200
Backup,1580,16,obj1,270.5,30,0,2,200
Backup,1580,16,obj1,264.5,83,1,3,200
Launch_A,1580,17,obj2,142.5,87,0,1,400
Launch_A,1580,17,obj2,149.5,18,0,2,400
Launch_A,1580,17,obj2,154.5,106,0,3,400
Launch_A,1580,17,obj2,118.5,29,1,4,400
Bridge,1580,18,obj1,260.5,68,0,1,400
Bridge,1580,18,obj2,296.5,139,0,2,400
Bridge,1580,18,obj3,305.5,222,0,3,400
Bridge,1580,18,obj3,358.5,70,0,4,400
Bridge,1580,18,obj1,428.5,60,0,5,400
Bridge,1580,18,obj3,102.5,170,0,6,400
Bridge,1580,18,obj1,435.5,343,0,7,400
Bridge,1580,18,obj1,477.5,82,0,8,400
Bridge,1580,18,obj3,475.5,321,0,9,400
Bridge,1580,18,obj1,299.5,349,0,10,400
Bridge,1580,18,obj2,442.5,102,0,11,400
Bridge,1580,18,obj1,410.5,53,0,12,400
Chaining,1580,19,obj1,62.5,34,1,1,400
Catapult,1580,20,obj2,436.5,45,1,1,400
FridgeMagnet,1580,21,obj2,301.5,29,0,1,400
FridgeMagnet,1580,21,obj3,380.5,34,0,2,400
FridgeMagnet,1580,21,obj2,318.5,130,0,3,400
FridgeMagnet,1580,21,obj3,324.5,132,0,4,400
FridgeMagnet,1580,21,obj2,324.5,132,0,5,400
FridgeMagnet,1580,21,obj1,338.5,58,0,6,400
FridgeMagnet,1580,21,obj2,310.5,130,0,7,400
FridgeMagnet,1580,21,obj2,324.5,130,0,8,400
FridgeMagnet,1580,21,obj3,328.5,123,0,9,400
FridgeMagnet,1580,21,obj2,311.5,128,1,10,400
Towers_B,1580,22,obj1,345.5,62,0,1,400
Towers_B,1580,22,obj1,234.5,46,1,2,400
Table_A,1580,23,obj1,144.5,54,0,1,400
Table_A,1580,23,obj2,211.5,273,0,2,400
Table_A,1580,23,obj1,209.5,52,0,3,400
Table_A,1580,23,obj1,182.5,57,0,4,400
Table_A,1580,23,obj1,204.5,56,0,5,400
Table_A,1580,23,obj1,207.5,51,0,6,400
Table_A,1580,23,obj3,375.5,51,0,7,400
Table_A,1580,23,obj3,208.5,27,0,8,400
Table_A,1580,23,obj1,76.5,58,0,9,400
Table_A,1580,23,obj1,210.5,66,0,10,400
Table_A,1580,23,obj1,301.5,218,0,11,400
Table_A,1580,23,obj1,186.5,426,0,12,400
SeeSaw,1580,24,obj3,221.5,36,0,1,100
SeeSaw,1580,24,obj3,321.5,281,0,2,100
SeeSaw,1580,24,obj2,327.5,246,0,3,100
SeeSaw,1580,24,obj1,316.5,236,0,4,100
SeeSaw,1580,24,obj1,249.5,250,0,5,100
SeeSaw,1580,24,obj1,212.5,163,0,6,100
SeeSaw,1580,24,obj1,279.5,266,0,7,100
SeeSaw,1580,24,obj1,310.5,55,0,8,100
SeeSaw,1580,24,obj1,320.5,304,0,9,100
SeeSaw,1580,24,obj1,325.5,133,0,10,100
SeeSaw,1580,24,obj1,325.5,50,0,11,100
SeeSaw,1580,24,obj2,318.5,42,0,12,100
DoubleDown,1580,25,obj2,358.5,37,0,1,100
DoubleDown,1580,25,obj2,390.5,176,0,2,100
DoubleDown,1580,25,obj3,357.5,20,0,3,100
DoubleDown,1580,25,obj3,308.5,19,0,4,100
DoubleDown,1580,25,obj1,365.5,29,1,5,100
Funnel,1580,26,obj2,137.5,29,1,1,100
Remove,1580,27,obj1,36.5,23,0,1,100
Remove,1580,27,obj3,26.5,28,1,2,100
Collapse,1580,28,obj2,276.5,66,1,1,100
Basic,1583,1,obj3,186,148.5,0,1,200
Basic,1583,1,obj2,97,184.5,0,2,200
Basic,1583,1,obj3,43,22.5,0,3,200
Basic,1583,1,obj3,71,20.5,0,4,200
Basic,1583,1,obj1,75,20.5,1,5,200
Basic_v2,1583,2,obj1,514,20.5,1,1,200
Table_v2,1583,3,obj2,514,70.5,0,1,200
Table_v2,1583,3,obj1,423,52.5,0,2,200
Table_v2,1583,3,obj2,448,339.5,0,3,200
Table_v2,1583,3,obj1,448,371.5,0,4,200
Table_v2,1583,3,obj3,432,406.5,0,5,200
Table_v2,1583,3,obj1,168,291.5,0,6,200
Table_v2,1583,3,obj1,236,130.5,0,7,200
Table_v2,1583,3,obj1,141,62.5,0,8,200
Table_v2,1583,3,obj1,180,176.5,0,9,200
Table_v2,1583,3,obj1,207,291.5,0,10,200
Table_v2,1583,3,obj3,165,115.5,0,11,200
Table_v2,1583,3,obj3,126,22.5,0,12,200
BalanceUnder,1583,4,obj1,331,24.5,0,1,200
BalanceUnder,1583,4,obj3,243,28.5,0,2,200
BalanceUnder,1583,4,obj3,319,261.5,0,3,200
BalanceUnder,1583,4,obj2,293,260.5,0,4,200
BalanceUnder,1583,4,obj1,321,225.5,0,5,200
BalanceUnder,1583,4,obj1,347,141.5,0,6,200
BalanceUnder,1583,4,obj1,355,241.5,0,7,200
BalanceUnder,1583,4,obj1,325,248.5,1,8,200
Backup,1583,5,obj1,380,77.5,0,1,200
Backup,1583,5,obj2,485,308.5,0,2,200
Backup,1583,5,obj2,524,398.5,0,3,200
Backup,1583,5,obj2,561,558.5,0,4,200
Backup,1583,5,obj2,530,546.5,0,5,200
Backup,1583,5,obj1,527,504.5,0,6,200
Backup,1583,5,obj1,552,535.5,0,7,200
Backup,1583,5,obj3,552,561.5,0,8,200
Backup,1583,5,obj3,549,586.5,0,9,200
Backup,1583,5,obj3,565,540.5,0,10,200
Backup,1583,5,obj3,459,110.5,0,11,200
Backup,1583,5,obj1,344,69.5,0,12,200
Shove,1583,6,obj3,361,426.5,0,1,200
Shove,1583,6,obj2,401,469.5,0,2,200
Shove,1583,6,obj2,393,480.5,0,3,200
Shove,1583,6,obj2,382,458.5,0,4,200
Shove,1583,6,obj1,388,443.5,1,5,200
Table_B,1583,7,obj3,314,412.5,0,1,200
Table_B,1583,7,obj1,417,183.5,0,2,200
Table_B,1583,7,obj1,197,167.5,0,3,200
Table_B,1583,7,obj1,202,179.5,0,4,200
Table_B,1583,7,obj3,214,447.5,0,5,200
Table_B,1583,7,obj2,458,502.5,0,6,200
Table_B,1583,7,obj1,203,308.5,0,7,200
Table_B,1583,7,obj1,195,178.5,0,8,200
Table_B,1583,7,obj1,209,65.5,0,9,200
